q_id,q_string,df1_answer_list,top_20_vss_array,combined_answer_list,ground_truths,total_answers,retrieved_count,missed_count,recall,hit@1,hit@5,hit@10,mrr
3122,What other swimming goggles can I pair with my Arena Cobra Ultra Swim Goggles for indoor swimming? I need to find an alternative as the current pair isn't meeting my needs. Any recommendations?,"[189934, 293569, 100564, 275938, 679264, 270314, 726210, 333379, 455013, 273373, 201417, 524316, 726218, 295553, 519070, 474049, 846360, 490673, 159460, 186983, 100555, 6354, 860732, 794719, 679257, 192739, 860720, 168528, 99679, 567190, 785478, 91581, 455011, 488717, 54573, 749811, 295542, 100588, 100579, 365755, 293563, 100557, 915434, 118882, 646035, 591790, 645891, 943595, 693194, 14037]","[726210, 726218, 492734, 333379, 186983, 201415, 295537, 201419, 178040, 524316, 36827, 275938, 295538, 864009, 488717, 747276, 85903, 168528, 85905, 786563]","[189934, 293569, 100564, 275938, 679264, 270314, 726210, 333379, 455013, 273373, 201417, 524316, 726218, 492734, 186983, 201415, 295537, 201419, 178040, 36827]","[726218, 275938, 270314]",3,3,0,1.0,0.0,1.0,1.0,0.25
5800,Looking for high-end PU material boxing gloves with a comfortable fit and excellent performance. Should they also have triple density foam for optimal shock absorption?,"[1020799, 1033172, 1032577, 1032578, 1033730, 1004693, 1029311, 1008094, 1033728, 979291, 974458, 1032835, 1033351, 1017684, 994186, 999048, 973942, 1021058, 1023400, 1032608, 1032644, 995896, 1022150, 1032817, 1001016, 1033619, 1009168, 1032810, 1006376, 1033356, 980278, 1032833, 1033254, 1033317, 1013003, 1033178, 1033826, 1013001, 1032548, 1033630, 978007, 1021835, 1033076, 980830, 1033492, 970826, 1033672, 988747, 1032853, 995711]","[145657, 335805, 373892, 705698, 674163, 889723, 8287, 30667, 88502, 705705, 410941, 290687, 221617, 665250, 925588, 145540, 145536, 954298, 762925, 316651]","[1020799, 1033172, 1032577, 1032578, 1033730, 1004693, 1029311, 1008094, 1033728, 979291, 974458, 1032835, 145657, 335805, 373892, 705698, 674163, 889723, 8287, 30667]","[918459, 571879, 411466, 658611, 875640, 145657, 410941, 335805, 290687]",9,2,7,0.2222222222222222,0.0,0.0,0.0,0.07692307692307693
3211,Are there any all-mountain Blue House skis known for their exceptional turning capability?,"[284728, 443537, 708193, 450595, 903841, 546921, 467298, 460999, 817801, 927436, 470034, 650384, 649229, 649230, 289793, 495584, 266005, 507290, 275655, 649774, 186971, 495244, 357635, 299809, 566873, 807784, 314548, 135952, 339474, 121081, 651823, 903615, 805766, 909350, 561743, 189745, 538873, 474133, 636771, 115482, 123511, 255156, 509512, 546981, 481267, 1011651, 1000939, 965711, 962062, 965801]","[284728, 467298, 443537, 342336, 656147, 708193, 281813, 650384, 903841, 460999, 487942, 546921, 450595, 822836, 633415, 280090, 719835, 817801, 470034, 927436]","[284728, 443537, 708193, 450595, 903841, 546921, 467298, 460999, 817801, 927436, 470034, 650384, 342336, 656147, 281813, 487942, 822836, 633415, 280090, 719835]",[284728],1,1,0,1.0,1.0,1.0,1.0,1.0
161,Are there any javelins designed by elite athletes that meet the 2006 NFHS & IAAF standards?,"[294528, 2375, 294531, 294530, 335420, 80177, 335409, 61530, 215662, 5538, 2380, 842241, 757364, 757993, 91679, 58779, 59431, 614495, 691423, 48559, 755244, 951836, 756762, 617225, 96133, 619340, 118831, 82769, 10905, 614192, 557088, 759941, 842269, 746125, 653040, 680310, 685447, 467505, 487414, 598389, 17659, 25417, 45278, 17686, 564397, 263719, 27833, 564396, 852176, 24104]","[335420, 5538, 2375, 294528, 80177, 215662, 294531, 335409, 61530, 2380, 294530, 940835, 288256, 886878, 462321, 892082, 886888, 218815, 462314, 462325]","[294528, 2375, 294531, 294530, 335420, 80177, 335409, 61530, 215662, 5538, 2380, 842241, 940835, 288256, 886878, 462321, 892082, 886888, 218815, 462314]","[335409, 335420, 2380, 2375]",4,4,0,1.0,0.0,1.0,1.0,0.5
1330,Is there a Health Hoop hula hoop that is suitable for both adults and children?,"[78628, 837273, 893488, 837279, 893510, 893515, 860115, 860172, 857462, 321174, 781015, 839771, 844619, 257085, 257079, 938703, 2451, 525319, 754095, 53001, 763250, 22257, 57069, 268250, 592919, 286, 437493, 268249, 733035, 277407, 203853, 277415, 789542, 277413, 277432, 347950, 533539, 703593, 661508, 564715, 953048, 214850, 372505, 932098, 955319, 372507, 306556, 999626, 985633, 972327]","[427663, 78628, 788292, 935796, 549798, 165264, 240232, 105098, 199558, 91249, 469693, 199530, 935998, 458298, 90761, 641904, 380719, 509281, 846517, 840871]","[78628, 837273, 893488, 837279, 893510, 893515, 860115, 860172, 857462, 321174, 781015, 839771, 427663, 788292, 935796, 549798, 165264, 240232, 105098, 199558]","[78628, 893510, 893515, 893488, 837273, 837279]",6,6,0,1.0,1.0,1.0,1.0,1.0
265,What's a good medium-sized camouflage rucksack suitable for hiking and camping activities?,"[748881, 890864, 741456, 606616, 802199, 872066, 430130, 437615, 821995, 722221, 789549, 866292, 555769, 760007, 255022, 921632, 817010, 821628, 878757, 765547, 830538, 951252, 921594, 808232, 303143, 383819, 341437, 821567, 821619, 952806, 763889, 307825, 827911, 889108, 444035, 460550, 617865, 401248, 800182, 657119, 947934, 943390, 222587, 891759, 951871, 243967, 603035, 63576, 252471, 484798]","[852128, 654285, 942775, 3961, 565737, 519034, 756008, 767400, 792390, 533693, 686905, 786950, 814787, 932967, 753547, 890864, 609401, 255022, 561285, 859913]","[748881, 890864, 741456, 606616, 802199, 872066, 430130, 437615, 821995, 722221, 789549, 866292, 852128, 654285, 942775, 3961, 565737, 519034, 756008, 767400]","[867744, 692071, 891659, 771019, 771023, 903889, 3961, 771034]",8,1,7,0.125,0.0,0.0,0.0,0.0625
2590,"Looking for Simms fishing shoes that are completely waterproof and suitable for party wear. They must have a bigger toe box, as I had issues with tight toe areas in the past.","[218306, 599692, 203064, 696669, 599688, 938941, 599686, 599689, 854670, 101653, 918415, 918420, 347264, 769233, 826978, 207176, 774117, 826956, 841340, 619871, 637897, 694407, 433396, 769634, 770084, 926998, 858703, 255759, 758159, 205166, 536844, 45382, 801688, 917504, 155990, 619063, 627300, 216765, 916424, 737221, 660988, 819733, 903855, 489332, 373143, 83693, 99881, 660989, 1013447, 1032843]","[218306, 107694, 218308, 527232, 204037, 527234, 58022, 326242, 475713, 299021, 527235, 85638, 527233, 240663, 527230, 690430, 142419, 535496, 298246, 107679]","[218306, 599692, 203064, 696669, 599688, 938941, 599686, 599689, 854670, 101653, 918415, 918420, 107694, 218308, 527232, 204037, 527234, 58022, 326242, 475713]",[218306],1,1,0,1.0,1.0,1.0,1.0,1.0
4664,"Are there any easy-to-use EWG weighted fishing hooks that are suitable for both experienced and beginner anglers? Ideally, they should come in a pack of 5.","[1033025, 1033686]","[451160, 451170, 791179, 522056, 138614, 62858, 162954, 149464, 56508, 180548, 542908, 846229, 700025, 278329, 158789, 588022, 326210, 563269, 484943, 484871]","[1033025, 1033686, 451160, 451170, 791179, 522056, 138614, 62858, 162954, 149464]","[159232, 451170, 791148, 498319, 512596, 451160]",6,2,4,0.3333333333333333,0.0,1.0,1.0,0.3333333333333333
2099,"Can you help me find a retro-styled handbag with an MLB team theme, made from sporty, perforated PVC fabric?","[693407, 693411, 769543, 902395, 588780, 66194, 754186, 83442, 432553, 761444, 11817, 164677, 605823, 208104, 254230, 528202, 254261, 272967, 923, 254243, 569367, 426624, 210862, 909030, 888485, 210860, 481859, 583480, 863373, 267468, 940723, 506884, 730819, 730827, 641662, 641633, 795237, 582504, 735631, 461843, 809761, 752506, 582494, 901954, 784093, 505415, 891006, 951054, 882854, 957133]","[221400, 290719, 221394, 162381, 413015, 285436, 290703, 667730, 221396, 380819, 735207, 222725, 433685, 433671, 87610, 422913, 143374, 735226, 714645, 222723]","[693407, 693411, 769543, 902395, 588780, 66194, 754186, 83442, 432553, 761444, 11817, 164677, 221400, 290719, 221394, 162381, 413015, 285436, 290703, 667730]","[422913, 221414, 162316, 162381, 290703, 221394, 221400, 176087, 433656, 290719]",10,5,5,0.5,0.0,0.0,0.0,0.07692307692307693
402,Is there a gun lubricant similar to the Slip 2000 Gun Lube 16oz. Trigger Spray that also performs well in various environments?,"[284307, 284357, 282639, 542798, 64530, 282643, 284355, 350250, 525243, 525242, 284350, 589041, 284319, 284323, 25939, 141634, 284365, 284342, 284358, 284332, 1032962, 1032963, 433267, 794600, 589048, 284354, 408067, 244806, 61596, 148168, 408070, 76281, 149252, 285566, 48001, 472764, 752233, 833271, 140286, 402852, 235117, 402848, 130042, 263481, 5834, 589045, 284359, 1033030, 108178, 340050]","[284319, 5834, 284307, 282643, 284395, 284365, 284342, 282639, 149252, 284358, 284357, 284350, 284332, 554756, 149235, 284355, 149254, 284323, 525243, 589045]","[284307, 284357, 282639, 542798, 64530, 282643, 284355, 350250, 525243, 525242, 284350, 589041, 284319, 5834, 284395, 284365, 284342, 149252, 284358, 284332]","[141634, 284323, 284358, 5834, 350250, 284332, 282639, 589041, 282643, 25939, 284307, 284342, 525242, 284350]",14,11,3,0.7857142857142857,1.0,1.0,1.0,1.0
7366,"Looking for customizable silicone pint glasses in multiple sizes and designs. They need to be dishwasher and microwave safe, as I am considering these as potential presents for friends.","[240590, 671487, 239998, 294683, 231396, 245407, 446355, 239256, 755876, 446326, 76417, 164222, 164158, 235460, 164170, 224793, 164219, 148233, 164242, 164206, 715273, 224773, 164224, 78051, 192575, 76415, 78994, 882633, 70939, 591344, 325507, 654736, 307649, 299750, 471750, 714620, 335336, 295905, 471748, 333842, 922654, 638874, 638878, 229549, 229566, 1032606, 1032452, 1033584, 1034110, 1035076]","[837864, 688580, 690129, 690126, 743223, 743215, 743218, 688581, 743214, 758634, 688576, 753195, 753184, 753188, 753183, 743220, 688571, 240590, 753182, 688569]","[240590, 671487, 239998, 294683, 231396, 245407, 446355, 239256, 755876, 446326, 76417, 164222, 837864, 688580, 690129, 690126, 743223, 743215, 743218, 688581]","[753182, 753183, 753188, 286244, 666926, 743215, 743218, 743219, 743220, 743223, 688569, 688571, 688576, 688580, 688581, 847046, 690126, 690129, 837864]",19,8,11,0.42105263157894735,0.0,0.0,0.0,0.07692307692307693
8534,"Sure, I need a pool, billiards, and snooker cue rest set with a smooth finish to protect both cues and the table cloth. It should have a threaded end to attach to a pole. Can you recommend one?","[1032715, 1032716, 1032714, 1032467, 1033321]","[350347, 656170, 787406, 890052, 326160, 126756, 230641, 253439, 126750, 126749, 711212, 126748, 326171, 642638, 126752, 311684, 151555, 860235, 90756, 90765]","[1032715, 1032716, 1032714, 1032467, 1033321, 350347, 656170, 787406, 890052, 326160, 126756, 230641, 253439]","[890052, 427581, 439134]",3,1,2,0.3333333333333333,0.0,0.0,1.0,0.1111111111111111
4556,"Is there a Traser watch model that's durable, less bulky, and comes with a scratch-resistant sapphire crystal face and a minimum 3-year warranty?","[328299, 391229, 138336, 930130, 930129, 282075, 370592, 833728, 109674, 440408, 281648, 56337, 228828, 357794, 853300, 585890, 605665, 605650, 842823, 818373, 63009, 200094, 379073, 784899, 810624, 75511, 67731, 629305, 135245, 510616, 168063, 200095, 328297, 328300, 453319, 278445, 357800, 150351, 568340, 1021597, 961688, 973468, 984301, 1021655, 1021598, 1020683, 1019175, 973695, 1000641, 1025097]","[138336, 440408, 137250, 152113, 396227, 56337, 282075, 281648, 370592, 228828, 197022, 137249, 187868, 348719, 348720, 116826, 10469, 90867, 200094, 178074]","[328299, 391229, 138336, 930130, 930129, 282075, 370592, 833728, 109674, 440408, 281648, 56337, 137250, 152113, 396227, 228828, 197022, 137249, 187868, 348719]","[440408, 228828, 138336]",3,3,0,1.0,0.0,1.0,1.0,0.3333333333333333
1846,Searching for an MLB team logo crystal ring set with combined width of approximately half an inch. It's important that the rings prominently feature my preferred team's logo. Can you assist?,"[596280, 606722, 241998, 314891, 83442, 109389, 109370, 109346, 840984, 418029, 560511, 422372, 612677, 109363, 109373, 109430, 109375, 109382, 488226, 488216, 559606, 488142, 488169, 497396, 488193, 488269, 497414, 488197, 488145, 541991, 11817, 161038, 816116, 149606, 600399, 224133, 816108, 326504, 25420, 88818, 816109, 816112, 533073, 533901, 531718, 535074, 225079, 225081, 529602, 740296]","[144834, 148354, 148348, 134103, 134100, 143420, 386261, 304609, 148351, 143569, 91382, 91369, 148377, 91381, 91387, 145326, 148338, 374271, 148339, 894863]","[596280, 606722, 241998, 314891, 83442, 109389, 109370, 109346, 840984, 418029, 560511, 422372, 144834, 148354, 148348, 134103, 134100, 143420, 386261, 304609]","[148354, 144834, 143420, 134100, 134103, 148348]",6,6,0,1.0,0.0,0.0,0.0,0.07692307692307693
6793,Looking for a Baleaf cycling jersey with UPF sun protection to shield my skin from harmful sun rays during my rides.,"[1033067, 1033829, 1033073, 901756, 442740, 442722, 442723, 442725, 442742, 442727, 441695, 475962, 443725, 541823, 590223, 521793, 672935, 672936, 485189, 672944, 634241, 485191, 485204, 634246, 634243, 485184, 485192, 476361, 634249, 634240, 485187, 963677, 1034110, 1032441, 1033932, 1035471, 1011280, 1032580, 1033114, 1034031, 1032680, 1032683, 1035530, 1034549, 1032661, 1033869, 1034566, 1034691, 1034724, 1033483]","[938886, 685227, 685216, 952137, 685221, 685214, 685232, 685212, 685218, 685229, 685210, 685208, 685222, 685211, 685226, 685233, 685209, 916809, 685220, 685228]","[1033067, 1033829, 1033073, 901756, 442740, 442722, 442723, 442725, 442742, 442727, 441695, 475962, 938886, 685227, 685216, 952137, 685221, 685214, 685232, 685212]","[685207, 685208, 685209, 685211, 685212, 685214, 685215, 685216, 685217, 685218, 685220, 685221, 685222, 685223, 685226, 685227, 685228, 685229, 685232, 685233]",20,6,14,0.3,0.0,0.0,0.0,0.07142857142857142
1279,Could you recommend a bamboo longboard skateboard from Blank Skateboards?,"[874574, 438533, 181795, 851385, 129790, 757650, 466535, 716043, 949647, 116100, 21488, 543467, 874575, 543469, 874580, 874582, 834356, 543468, 638888, 156228, 72897, 77237, 72882, 298464, 218228, 339629, 729312, 704640, 601662, 631326, 640967, 631323, 672468, 849442, 702994, 649746, 77375, 849445, 385746, 61813, 917809, 426450, 19047, 441008, 894173, 769016, 1033131, 1033525, 1032728, 1033524]","[543467, 72897, 543469, 874575, 417336, 162023, 874582, 874580, 543820, 461464, 544315, 834356, 643569, 218228, 874578, 543468, 287554, 218219, 412021, 511453]","[874574, 438533, 181795, 851385, 129790, 757650, 466535, 716043, 949647, 116100, 21488, 543467, 72897, 543469, 874575, 417336, 162023, 874582, 874580, 543820]",[72897],1,1,0,1.0,0.0,0.0,0.0,0.07692307692307693
4646,"Looking for a premium leather gun holster that offers a snug fit, comfort for carrying, and is often viewed alongside the Holster with Magazine Pouch Fits Bersa Thunder 380 & Concealed Carry?","[72326, 489146, 497077, 212731, 698722, 449001, 522338, 133808, 369844, 237080, 354931, 283713, 758296, 121097, 531561, 586269, 586265, 699140, 531583, 69803, 805684, 454372, 473759, 935365, 429047, 331107, 497048, 473792, 450397, 452454, 97423, 926914, 123702, 909607, 621009, 25027, 182972, 586575, 621008, 566322, 910328, 87502, 706510, 783268, 726294, 629799, 587036, 1032961, 1032426, 1033022]","[72326, 331107, 473759, 450397, 429047, 497048, 452454, 450215, 473792, 424329, 424689, 451836, 529967, 497077, 389535, 133808, 66782, 367015, 489146, 758296]","[72326, 489146, 497077, 212731, 698722, 449001, 522338, 133808, 369844, 237080, 354931, 283713, 331107, 473759, 450397, 429047, 497048, 452454, 450215, 473792]","[465280, 229185, 698722, 57121, 454372, 83591, 449001, 121097, 133808, 354931, 497077, 237080, 586265]",13,6,7,0.46153846153846156,0.0,1.0,1.0,0.3333333333333333
2061,Can you suggest some high-quality badminton racquets with a BOX frame design?,"[32576, 1032457, 1033386, 435487, 215632, 500789, 26349, 1032677, 399153, 158034, 485445, 536143, 473116, 693392, 29006, 569245, 823535, 633573, 246029, 498085, 955678, 632544, 704038, 409635, 920649, 878853, 293158, 157054, 283340, 135989, 866784, 158454, 38516, 11240, 59292, 231628, 897160, 927820, 157014, 969571, 996528, 969052, 1026487, 957524, 994511, 1028300, 1015313, 984460, 958642, 1012554]","[399153, 158034, 485445, 823535, 473116, 32576, 246029, 823540, 569245, 536143, 598864, 384455, 177722, 124536, 301124, 633573, 75943, 820810, 244680, 29006]","[32576, 1032457, 1033386, 435487, 215632, 500789, 26349, 1032677, 399153, 158034, 485445, 536143, 823535, 473116, 246029, 823540, 569245, 598864, 384455, 177722]","[279684, 577031, 586408, 817805, 399153, 158034, 247544, 310909, 110623]",9,2,7,0.2222222222222222,0.0,0.0,1.0,0.1111111111111111
5623,"What's the best summer hoof gel that dries quickly and doesn't attract dirt? I typically pair this with Effol Winter Hoof Gel, so any similar recommendations would be appreciated.","[734009, 551052, 389491, 80220, 227330, 815108, 12203, 132640, 195672, 916581, 271737, 554491, 554487, 10669, 131975, 95224, 554494, 24406, 547900, 195220, 128793, 24463, 705453, 918830, 32022, 624351, 95291, 749647, 10602, 427174, 190642, 10615, 212185, 80232, 829631, 339965, 44008, 492176, 522604, 24586, 240414, 824983, 46984, 790002, 126861, 326967, 164146, 79560, 781692, 10643]","[554494, 554491, 547900, 880550, 624361, 80220, 24566, 118925, 523807, 554486, 624935, 624351, 339965, 24525, 288338, 14175, 10404, 126855, 131457, 46985]","[734009, 551052, 389491, 80220, 227330, 815108, 12203, 132640, 195672, 916581, 271737, 554491, 554494, 547900, 880550, 624361, 24566, 118925, 523807, 554486]",[554494],1,1,0,1.0,0.0,0.0,0.0,0.07692307692307693
1236,Can you suggest some scope rings compatible with a 7MM Leupold scope? I'm interested in something similar to the high blue-gloss finish of the Ruger 90271 Scope Mount Ring.,"[583635, 134319, 67297, 1032967, 1033247, 67092, 1033419, 67121, 66846, 66648, 41765, 41749, 3055, 67328, 1032426, 1032966, 67166, 66769, 274176, 67242, 36695, 170649, 230293, 889567, 124978, 116674, 408128, 67165, 1987, 14209, 67086, 124970, 67071, 134313, 67255, 66753, 88592, 66775, 159638, 138866, 857816, 695831, 29743, 1923, 408145, 1937, 1033251, 94421, 94392, 298119]","[67255, 66753, 67092, 1923, 22940, 698604, 41765, 67121, 66775, 41749, 131270, 131261, 94425, 67297, 1993, 1937, 124978, 640462, 408145, 75490]","[583635, 134319, 67297, 1032967, 1033247, 67092, 1033419, 67121, 66846, 66648, 41765, 41749, 67255, 66753, 1923, 22940, 698604, 66775, 131270, 131261]","[66848, 67297, 1987, 41765, 67166, 408145, 67218, 67092, 41749, 66648, 66846]",11,6,5,0.5454545454545454,0.0,1.0,1.0,0.3333333333333333
1944,Can you suggest an alkaline water cup that includes a shoulder bag and helps maintain the right body pH balance?,"[145574, 280719, 289439, 576738, 839047, 432720, 280355, 568347, 880999, 420039, 705327, 517188, 526164, 946216, 739038, 597881, 562510, 912860, 39580, 927711, 894564, 349195, 46230, 91599, 571068, 238066, 620172, 443090, 46217, 314147, 870363, 354751, 662289, 355376, 267992, 549677, 355374, 459490, 354761, 354742, 406709, 574618, 334519, 334512, 921269, 862119, 427481, 767374, 394660, 213503]","[145574, 839047, 289439, 280719, 420039, 432720, 576738, 237998, 280355, 568347, 880999, 483544, 748381, 148849, 764217, 926220, 901153, 906258, 956675, 915043]","[145574, 280719, 289439, 576738, 839047, 432720, 280355, 568347, 880999, 420039, 705327, 517188, 237998, 483544, 748381, 148849, 764217, 926220, 901153, 906258]","[280355, 145574, 880999, 368397, 280719, 432720, 568347, 289439]",8,7,1,0.875,1.0,1.0,1.0,1.0
7778,Looking for similar options to the Rubbermaid 14 oz. reusable refillable water bottles in pink and green that I've loved for my hiking trips. They should be handy and come with a finger loop for easy carrying. Any recommendations for a Rubbermaid water bottle set that's suitable for hiking?,"[418437, 696598, 837980, 44362, 327992, 152442, 676407, 152444, 650596, 902134, 824993, 318491, 802170, 802496, 778154, 309723, 146461, 753827, 677674, 108841, 318486, 715494, 930795, 766242, 309722, 740419, 8638, 8464, 643495, 752504, 808843, 631259, 481866, 946160, 876313, 109775, 655165, 713145, 53144, 676398, 1009797, 716993, 103872, 92598, 383496, 643227, 758370, 76129, 405473, 76140]","[824993, 677671, 902134, 650596, 152444, 418437, 676407, 497203, 696598, 683705, 802496, 418439, 612937, 443375, 799783, 930796, 778154, 930797, 309723, 451768]","[418437, 696598, 837980, 44362, 327992, 152442, 676407, 152444, 650596, 902134, 824993, 318491, 677671, 497203, 683705, 802496, 418439, 612937, 443375, 799783]","[802496, 418437, 778154, 696598, 676407, 902134]",6,5,1,0.8333333333333334,1.0,1.0,1.0,1.0
2029,"Can you suggest a durable, premium plastic key holder that includes a keyring and comes in individual packaging?","[958226, 1033082, 1033581, 980240, 1033562, 974141, 960239, 1032128, 965653, 993630, 387757, 467622, 898443, 820366, 780686, 751532, 740568, 677966, 303822, 418781, 778345, 1008722, 1013580, 967636, 1028003, 970897, 991223, 1030962, 1023481, 1015089, 1017950, 1032661, 1033306, 1000102, 1012871, 982179, 1007486, 1032577, 980269, 1025273, 1023496, 1033584, 967546, 971254, 1033580, 1016869, 1010329, 1032774, 968888, 1032457]","[717605, 722760, 207204, 690289, 820366, 715567, 303822, 445844, 12004, 28563, 936730, 518647, 142858, 832183, 691133, 279241, 224430, 911307, 713366, 5841]","[958226, 1033082, 1033581, 980240, 1033562, 974141, 960239, 1032128, 965653, 993630, 387757, 467622, 717605, 722760, 207204, 690289, 820366, 715567, 303822, 445844]","[731822, 154640, 42288, 889685, 689177]",5,0,5,0.0,0.0,0.0,0.0,0.0
2200,"Looking for a Tioga brand bicycle tire, can you assist?","[283492, 388791, 515927, 947750, 209911, 388796, 248859, 14423, 119531, 947758, 124060, 841636, 382613, 373955, 391471, 281833, 347368, 933711, 711317, 711310, 373953, 655565, 655573, 655566, 560047, 314214, 395941, 148765, 655564, 501000, 451934, 155893, 939513, 382611, 155867, 491961, 402976, 718982, 886808, 888121, 45601, 114423, 224739, 910514, 718979, 886807, 719002, 718983, 196520, 1033702]","[283492, 947758, 388791, 515927, 68757, 388796, 947750, 14423, 226108, 721187, 268277, 174366, 14481, 119531, 106835, 192854, 124060, 14554, 71583, 686911]","[283492, 388791, 515927, 947750, 209911, 388796, 248859, 14423, 119531, 947758, 124060, 841636, 68757, 226108, 721187, 268277, 174366, 14481, 106835, 192854]",[174362],1,0,1,0.0,0.0,0.0,0.0,0.0
144,Can you suggest any golf swing trainers by ProActive Sports that are good for improving swing techniques and can be used indoors and outdoors? I've had positive past experiences with their products.,"[607811, 155671, 461353, 93438, 747406, 165314, 221770, 2110, 127559, 166269, 216451, 679279, 411865, 529171, 519078, 194761, 361612, 369331, 200303, 16019, 589173, 198052, 19290, 589153, 370863, 353805, 353226, 589152, 589157, 367597, 235073, 426137, 203522, 592060, 678107, 409592, 592061, 611088, 409595, 19289, 611100, 841817, 567184, 344801, 1032996, 1032933, 1033597, 1033643, 1033728, 1032501]","[607811, 183819, 471009, 93438, 747406, 155671, 437171, 7972, 78560, 77441, 570381, 221770, 461353, 247861, 183832, 269596, 216451, 8679, 768731, 88396]","[607811, 155671, 461353, 93438, 747406, 165314, 221770, 2110, 127559, 166269, 216451, 679279, 183819, 471009, 437171, 7972, 78560, 77441, 570381, 247861]","[2112, 607811, 221770, 2107, 2110]",5,3,2,0.6,1.0,1.0,1.0,1.0
5998,Looking for a standout NCAA Arkansas Razorbacks Car Tag. It should have laser-cut acrylic detailing. Any suggestions?,"[701980, 238072, 594790, 594807, 712116, 439174, 733561, 741734, 478731, 105992, 492742, 634133, 391073, 713855, 316232, 842507, 283958, 828790, 591946, 334926, 110462, 543481, 683637, 457596, 660046, 486152, 922132, 930181, 792269, 755486, 457694, 346624, 755457, 564558, 550713, 346618, 755474, 151215, 768819, 524896, 550722, 797145, 597800, 755459, 448994, 524895, 802466, 800442, 579858, 8812]","[439174, 577251, 600954, 594790, 712116, 738231, 741734, 232718, 120276, 701980, 629582, 42457, 594807, 470874, 44567, 678772, 209065, 174118, 120162, 947278]","[701980, 238072, 594790, 594807, 712116, 439174, 733561, 741734, 478731, 105992, 492742, 634133, 577251, 600954, 738231, 232718, 120276, 629582, 42457, 470874]","[712116, 594807]",2,2,0,1.0,0.0,1.0,1.0,0.25
8468,Looking for Zhun Gao outdoor climbing carabiners set with versatile functionality to be used as a handle or hanger. Need to ensure it's a set and not a single piece.,"[581893, 522964, 844316, 761855, 721894, 844900, 655631, 882870, 872890, 875758, 609882, 616291, 779899, 669797, 614343, 546138, 643145, 677308, 585457, 671761, 553399, 486133, 718529, 727618, 767471, 427454, 801680, 440836, 504242, 931644, 794744, 713209, 674173, 580092, 591895, 925332, 561829, 927606, 829925, 827529, 829922, 755706, 473948, 165401, 718047, 65117, 256603, 662753, 279652, 255022]","[882870, 761855, 844316, 770256, 844876, 522964, 875490, 718430, 672115, 690527, 951858, 690137, 946696, 793429, 655631, 546138, 863395, 721894, 656640, 868734]","[581893, 522964, 844316, 761855, 721894, 844900, 655631, 882870, 872890, 875758, 609882, 616291, 770256, 844876, 875490, 718430, 672115, 690527, 951858, 690137]",[882870],1,1,0,1.0,0.0,0.0,1.0,0.125
3229,"Looking for a high-quality, easy to assemble sword stand about 14 inches in height and 3 inches wide. Not interested in low-quality or inexpensive options.","[1033172, 1033648, 1033797, 1033796, 9133, 11380, 14276, 14922, 15932, 17636, 20549, 21218, 21233, 21235, 199, 200, 201, 202, 204, 205, 206, 207, 208, 209, 1315, 8802, 9282, 10110, 23567, 24672, 33717, 34882, 36760, 36761, 13728, 13731, 13760, 13781, 21898, 25961, 25971, 25974, 25975, 25982, 1071, 3734, 10936, 13794, 23416, 25963]","[539954, 396964, 119789, 21235, 205694, 88272, 21278, 362637, 45202, 9133, 286499, 289284, 523306, 300538, 626771, 542383, 45201, 226485, 362694, 14276]","[1033172, 1033648, 1033797, 1033796, 9133, 11380, 14276, 14922, 15932, 17636, 20549, 21218, 539954, 396964, 119789, 21235, 205694, 88272, 21278, 362637]","[898208, 17636, 727812, 14276, 21253, 103493, 849737, 523306, 77582, 675216, 45201, 286482, 626771, 864466, 732498, 909428, 744049, 18969]",18,2,16,0.1111111111111111,0.0,0.0,1.0,0.14285714285714285
3382,"Is the NFL Men's New England Patriots Wes Welker #83 2011 Super Bowl XLVI Participant Jersey constructed with high standards and does it have a true to size fit? Also, are its dimensions roughly around 10 x 5 x 5 inches?","[719660, 820093, 18799, 40563, 868818, 819676, 18787, 472457, 481346, 472423, 819667, 467697, 62023, 704335, 938022, 472422, 762832, 705715, 731056, 707067, 233657, 699497, 1033233, 1033470, 1033067, 1033147, 1032892, 1032896, 1033579, 1033073, 1033208, 1033222, 1032698, 1033024, 1033472, 1033500, 1033226, 1033499, 1033229, 1032415, 1032891, 1033150, 1032801, 1033294, 1033297, 1033299, 1032894, 1033285, 1033581, 1033308]","[303115, 354770, 117330, 117304, 303117, 44703, 178145, 70444, 117292, 184329, 117300, 104822, 116530, 55708, 82284, 58856, 335991, 178460, 767731, 630697]","[719660, 820093, 18799, 40563, 868818, 819676, 18787, 472457, 481346, 472423, 819667, 467697, 303115, 354770, 117330, 117304, 303117, 44703, 178145, 70444]",[303115],1,1,0,1.0,0.0,0.0,0.0,0.07692307692307693
