id,ground_truths,query,original_answers,reranked_answers,hit_at_1,hit_at_5,mrr,recall_at_20
8772,[111],"What are the common gene targets for 2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol and O-Trifluoromethylphenyl Anthranilic Acid?","[111, 5930, 29, 40, 1373, 375, 9088, 8038, 9610, 6043, 9136, 1986, 4640, 500, 7319, 4569, 22092, 8300, 80893, 6649]","[111, 5930, 29, 40, 1373, 375, 9088, 8038, 9610, 6043, 9136, 1986, 4640, 500, 7319, 4569, 22092, 8300, 80893, 6649]",1.0,1.0,1.0,1.0
2008,[97551],"What possible conditions could be indicated by a coin-shaped spot on a chest X-ray, especially considering my family history of lung issues?","[97551, 30499, 98057, 95559, 96466, 36161, 99289, 97105, 99290, 29909, 37550, 99314, 99264, 29932, 37346, 96006, 32926, 96946, 28895, 36235]","[97551, 36161, 96006, 30499, 98057, 95559, 96466, 99289, 29909, 97105, 99290, 99264, 99314, 32926, 96946, 37550, 29932, 37346, 28895, 36235]",1.0,1.0,1.0,1.0
452,[20192],"Could you identify a medication targeting the SCN4A gene/protein and supply details on its pharmacokinetics, focusing on its elimination half-life? Also, does this drug induce localized numbness from the thoracic area to the lower limbs?","[14940, 14979, 14581, 20192, 14316, 14234, 14295, 14956, 14192, 15551, 14153, 14244, 14537, 17652, 14144, 16675, 19278, 15559, 15321, 14852]","[14940, 14979, 14581, 20192, 14316, 14234, 14295, 14956, 14192, 15551, 14153, 14244, 14537, 17652, 14144, 16675, 15559, 15321, 14852, 19278]",0.0,1.0,0.25,1.0
10053,"[14215, 14282, 14605, 15505, 16210, 16214, 16215, 15769, 15836]","I'm looking for angiotensin receptor blockers (ARBs) that specifically target the AT1 subtype, which also enhance the effects when used in combination with Pindolol. Could you list any ARBs that are prescribed for the same conditions as Pindolol?","[14215, 15769, 15014, 16209, 14618, 16211, 14605, 15505, 16215, 16214, 14418, 15161, 14547, 14282, 15836, 14846, 16690, 15133, 16210, 14162]","[14215, 15769, 16209, 14618, 16211, 14605, 15505, 16215, 16214, 15014, 14282, 15836, 16210, 16690, 14846, 15161, 14418, 14162, 14547, 15133]",1.0,1.0,1.0,1.0
7630,"[65509, 67302, 64778, 63180, 63824, 63921, 63826, 63952, 66747, 64799]",Which anatomical structures lack the expression of genes or proteins that are involved in recognizing lipoteichoic acid?,"[63235, 67302, 64470, 64512, 65509, 64799, 64338, 64313, 63826, 63921, 63149, 64460, 68618, 63180, 66747, 63166, 63379, 65990, 63466, 64267]","[63235, 67302, 64470, 64512, 65509, 64799, 63826, 63921, 68618, 64338, 64313, 64460, 63180, 66747, 63166, 63149, 63379, 65990, 63466, 64267]",0.0,1.0,0.5,0.7
5903,[866],"Which gene or protein is capable of interacting with tyrosine hydroxylase (TH), shares associated effects or phenotypes with mitogen-activated protein kinase 3 (MAPK3), and possesses the functionality to bind to, or regulate MAPK3?","[418, 3981, 866, 543, 2167, 47, 3725, 604, 7855, 7172, 313, 1069, 651, 8726, 25, 6739, 12795, 57872, 3314, 4144]","[418, 3981, 866, 543, 2167, 47, 3725, 604, 7855, 7172, 313, 1069, 651, 8726, 25, 6739, 12795, 57872, 3314, 4144]",0.0,1.0,0.3333333333333333,1.0
3007,[13041],"Can you supply a list of genes and proteins that interact with lipid-binding functions, partner with LRRK2 in protein-protein interactions, and also facilitate lipid-binding?","[59225, 34439, 797, 57398, 59222, 35388, 59224, 10558, 57501, 58258, 12392, 11889, 13359, 3879, 13475, 59399, 1848, 3941, 485, 5643]","[59225, 34439, 797, 57398, 59222, 35388, 59224, 10558, 57501, 58258, 12392, 11889, 13359, 3879, 13475, 59399, 1848, 3941, 485, 5643]",0.0,0.0,0.0,0.0
5546,"[19680, 19681, 19682, 19683, 19684, 19685, 19686, 19687, 19688, 19689, 14866, 19676, 19677, 19678, 19679]",Could you suggest any tablet or capsule medications that specifically target the CTRB1 gene/protein?,"[19680, 19685, 19689, 19677, 19688, 19687, 19686, 19676, 19683, 14866, 19682, 19681, 19678, 19679, 19684, 14499, 14908, 15045, 15673, 15002]","[19680, 19685, 19689, 19677, 19688, 19687, 19686, 19676, 19683, 14866, 19682, 19681, 19678, 19679, 19684, 14499, 14908, 15045, 15673, 15002]",1.0,1.0,1.0,1.0
196,[5342],"Can you find genes or proteins that regulate enzymes, interact with NCK2, and modulate enzymatic activity?","[1053, 374, 627, 8828, 4742, 4075, 2598, 8779, 1803, 484, 7631, 10098, 2634, 1876, 189, 2731, 301, 2751, 11932, 133]","[1053, 374, 627, 8828, 4742, 4075, 2598, 8779, 1803, 484, 7631, 10098, 2634, 1876, 189, 301, 2731, 2751, 133, 11932]",0.0,0.0,0.0,0.0
4936,[20645],Could you provide me with the early treatment options available in the US for Chagas disease to eliminate the parasite responsible for it?,"[20645, 14454, 15485, 14951, 14206, 15145, 15242, 14790, 15207, 15726, 15213, 15873, 14426, 14347, 15808, 15450, 14796, 14844, 14986, 15307]","[20645, 14454, 15485, 14951, 15145, 14790, 15207, 15726, 15213, 14426, 14347, 15450, 14206, 14844, 15242, 15873, 15808, 14796, 14986, 15307]",1.0,1.0,1.0,1.0
1541,[127615],"What signaling pathway, associated with the APAF1 protein and a part of the Cytochrome c-triggered apoptotic process, leads to the triggering of caspase-3 and -7 through the proteolytic activity of the apoptosome?","[128806, 128527, 128805, 128804, 128470, 129266, 127908, 128472, 62347, 128725, 62345, 127615, 127614, 127620, 127619, 62346, 62754, 62339, 62337, 128978]","[128806, 128527, 128805, 128804, 128470, 129266, 127908, 128472, 62347, 128725, 62345, 127615, 127614, 127620, 127619, 62346, 62754, 62339, 62337, 128978]",0.0,0.0,0.08333333333333333,1.0
4203,[96168],Could you list the diseases associated with or stemming from testicular disorders?,"[36056, 97068, 38070, 38651, 39466, 39438, 35616, 39086, 38428, 37302, 39176, 95681, 38997, 39215, 39467, 29783, 37080, 37245, 36878, 37589]","[36056, 97068, 38070, 39466, 39438, 39176, 38651, 35616, 38997, 39467, 39086, 38428, 95681, 39215, 29783, 37302, 37080, 37245, 36878, 37589]",0.0,0.0,0.0,0.0
5527,"[16194, 18103, 18104, 18105, 18106, 18107]",Can you supply a selection of tablet or capsule medications designed to inhibit or interact with the MMP1 gene/protein?,"[18103, 16194, 18104, 18105, 18106, 18107, 18739, 19725, 19728, 18630, 14284, 19727, 19726, 16268, 16199, 18775, 14964, 19580, 18774, 19314]","[16194, 18103, 18104, 18105, 18107, 18739, 19725, 19728, 18630, 14284, 16268, 19314, 18106, 19727, 19726, 16199, 14964, 18775, 19580, 18774]",1.0,1.0,1.0,1.0
2673,[33212],What is the subtype of juvenile polyposis syndrome that includes refractory anemia as a symptom?,"[31795, 31771, 33212, 38347, 38348, 33275, 33313, 33311, 31798, 27644, 38267, 29668, 30709, 29873, 38426, 99917, 32844, 98020, 33140, 31557]","[31795, 31771, 33212, 33275, 38347, 38348, 33311, 31798, 29668, 33313, 27644, 38267, 30709, 29873, 38426, 99917, 32844, 98020, 33140, 31557]",0.0,1.0,0.3333333333333333,1.0
3598,[62609],Which pathway is a subordinate in the hierarchy to the Visual phototransduction pathway and functionally interacts with the HSD17B6 gene/protein?,"[62609, 62598, 62612, 128172, 128140, 128173, 63066, 128141, 128166, 62651, 63047, 62608, 128028, 128171, 128552, 62611, 128279, 62717, 62385, 62527]","[62609, 62598, 62612, 128172, 128140, 128173, 63066, 128141, 128166, 62651, 63047, 62608, 128028, 128171, 128552, 62611, 128279, 62717, 62385, 62527]",1.0,1.0,1.0,1.0
6083,[16350],Which medications are designed to influence genes or proteins associated with the enzymatic activity of dITP diphosphatase?,"[14130, 18796, 16509, 17731, 14273, 18797, 14190, 16350, 18901, 15694, 19437, 14777, 17622, 14553, 18832, 18685, 19463, 19217, 17471, 18827]","[14130, 18796, 14273, 18797, 14190, 16350, 16509, 17731, 18901, 15694, 14777, 19437, 17622, 14553, 18832, 18685, 19463, 19217, 17471, 18827]",0.0,0.0,0.16666666666666666,1.0
2416,[38459],Which diseases are considered subtypes or are directly related to intracranial arachnoid cysts?,"[29658, 38459, 28253, 96387, 28332, 28636, 38541, 94684, 32930, 29838, 33665, 39532, 36897, 36956, 84139, 31379, 32899, 33215, 36784, 38066]","[38459, 29658, 28253, 96387, 28332, 94684, 32930, 33665, 38541, 28636, 29838, 39532, 36897, 36956, 84139, 31379, 32899, 33215, 36784, 38066]",1.0,1.0,1.0,1.0
1792,"[1669, 909, 919, 11545, 8571]","Seeking the gene that encodes for a type IV collagen subunit strengthening the extracellular matrix and shares a head-to-head configuration with a distinct type IV collagen gene, unified by a single promoter.","[2710, 919, 11545, 909, 8571, 1669, 6862, 1894, 9397, 7983, 35120, 4182, 34092, 35359, 841, 79843, 5295, 34743, 2700, 11718]","[2710, 919, 11545, 909, 8571, 1669, 6862, 1894, 9397, 7983, 35120, 4182, 34092, 35359, 841, 79843, 5295, 34743, 2700, 11718]",0.0,1.0,0.5,1.0
6213,[362],Identify genes or proteins that interact with WIPF1 and are also linked to a common disease.,"[1560, 362, 693, 610, 1329, 2111, 1237, 1053, 2169, 4499, 2731, 1117, 1364, 1673, 4438, 8246, 9416, 58664, 1149, 10021]","[1560, 362, 693, 610, 1329, 2111, 1237, 1053, 2169, 4499, 2731, 1117, 1364, 1673, 4438, 9416, 8246, 58664, 1149, 10021]",0.0,1.0,0.5,1.0
475,[95012],"Which condition is associated with the PMP22 gene and presents with paresthesias, ataxia, and neuropathic pain after an infection?","[27775, 95009, 95011, 95012, 39274, 95010, 31538, 37865, 37354, 39273, 39272, 27530, 27625, 27761, 95014, 30406, 98605, 29107, 37868, 30884]","[95012, 27775, 95009, 95011, 39274, 95010, 31538, 37865, 39273, 39272, 37354, 27530, 27625, 27761, 95014, 30406, 98605, 29107, 37868, 30884]",1.0,1.0,1.0,1.0
9336,"[23280, 23277, 22190]",What are the phenotypic manifestations or effects associated with the subtype of chondroid hamartoma?,"[94516, 94531, 93595, 25919, 23126, 24236, 94406, 24887, 23840, 26081, 88509, 23897, 24174, 23280, 24607, 90379, 90442, 85157, 86369, 90376]","[94516, 94531, 93595, 25919, 23126, 24236, 94406, 24887, 23840, 26081, 23897, 24174, 23280, 24607, 90379, 88509, 85157, 90442, 86369, 90376]",0.0,0.0,0.07692307692307693,0.3333333333333333
10017,"[56241, 126196]",Which cellular structures come into contact with genes or proteins that are influenced by p-Coumaric acid?,"[126196, 56241, 125552, 55522, 56436, 55725, 55767, 125013, 55770, 127318, 56263, 56073, 55662, 55887, 56032, 124354, 125370, 55709, 125560, 56121]","[126196, 56241, 125552, 55522, 56436, 55725, 55767, 125013, 55770, 127318, 56263, 56073, 55662, 55887, 56032, 124354, 125370, 55709, 125560, 56121]",1.0,1.0,1.0,1.0
6164,"[56263, 55522, 55767]",Which cell structures interact with the genetic or protein targets of the drug Linaclotide?,"[55522, 56263, 55767, 56174, 55553, 55842, 127192, 124245, 126196, 55635, 56436, 56150, 56241, 56032, 56117, 127318, 124666, 126996, 126997, 124748]","[55522, 56263, 55767, 56174, 55553, 55842, 127192, 124245, 126196, 55635, 56436, 56150, 56241, 56032, 56117, 127318, 126996, 126997, 124748, 124666]",1.0,1.0,1.0,1.0
10629,"[126196, 124245, 56174]","Which cellular structures engage with genes or proteins affected by the compound 4,6-dideoxy-4-amino-alpha-D-glucose?","[56174, 126196, 124245, 55522, 56175, 55634, 127318, 56436, 126077, 56241, 125013, 55767, 56152, 56073, 124249, 124820, 125304, 124721, 125786, 126636]","[56174, 126196, 124245, 55522, 56175, 55634, 127318, 56436, 126077, 56241, 125013, 55767, 56152, 56073, 124249, 124820, 125304, 125786, 124721, 126636]",1.0,1.0,1.0,1.0
904,[20585],Could you provide information on treatments available for C. diff colitis and clarify whether any of these medications could potentially lead to facial swelling as a side effect?,"[16314, 20580, 20421, 15180, 14332, 14545, 14798, 20485, 15496, 20251, 14185, 15595, 20585, 16312, 19650, 18769, 20788, 14247, 20429, 15266]","[20580, 15595, 14185, 16314, 15496, 20421, 15180, 14545, 14798, 14332, 20485, 20251, 20585, 16312, 19650, 18769, 20788, 14247, 20429, 15266]",0.0,0.0,0.07692307692307693,1.0
1342,[35266],Please find a gene or protein associated with Spinocerebellar Ataxia type 8 that also interacts within the cell nucleus.,"[35266, 6410, 682, 11425, 35421, 4485, 35405, 34742, 3508, 35376, 35094, 34797, 11844, 6506, 9975, 12963, 1692, 5028, 57032, 5624]","[35266, 5624, 6410, 682, 11425, 35421, 4485, 35405, 34742, 3508, 35376, 35094, 34797, 11844, 6506, 9975, 12963, 1692, 5028, 57032]",1.0,1.0,1.0,1.0
583,[1032],"Could you find a gene or protein that interacts with the ATR activation pathway during replication stress, has significant homology with fission yeast's Rad9, and possesses 3' to 5' exonuclease activity linked to DNA damage detection and repair?","[1032, 69, 9020, 395, 57049, 2838, 3286, 8969, 3187, 4834, 2306, 6965, 7442, 8801, 6022, 2094, 1955, 8873, 57624, 11373]","[1032, 69, 2838, 6965, 57049, 9020, 395, 3286, 8969, 3187, 4834, 2306, 7442, 8801, 6022, 2094, 1955, 8873, 57624, 11373]",1.0,1.0,1.0,1.0
733,[4074],Please find genes or proteins that interact with TNF receptor superfamily members associated with the non-canonical NF-kB pathway and also connect with CISD2 through protein-protein interactions.,"[3605, 1631, 843, 12028, 3748, 2148, 616, 263, 10705, 12281, 6716, 3033, 4542, 34623, 4114, 63099, 2329, 11222, 2466, 11918]","[3605, 1631, 843, 12028, 3748, 2148, 616, 263, 10705, 12281, 6716, 3033, 4542, 34623, 4114, 63099, 2329, 11222, 2466, 11918]",0.0,0.0,0.0,0.0
2069,[38570],Could you help me identify the condition associated with cerebellar hemisphere malformation that is hereditary and might explain developmental issues in the posterior brain region?,"[39359, 98231, 29660, 38540, 98066, 38570, 30361, 98509, 38597, 32069, 39066, 29884, 27794, 28046, 99225, 39139, 31340, 29114, 98230, 31423]","[98509, 98231, 98066, 27794, 39139, 29660, 38597, 32069, 31340, 31423, 39359, 38540, 38570, 39066, 29884, 29114, 28046, 98230, 30361, 99225]",0.0,0.0,0.07692307692307693,1.0
1408,[5991],"I need to find a gene or protein that interacts with USH1C through PPI, is expressed in leg muscles, helps anchor protocadherins to actin, and is involved in gathering intermicrovillar adhesion complex components.","[12888, 13068, 419, 22023, 5991, 11019, 56648, 7253, 57256, 11757, 5368, 431, 5352, 853, 7155, 8183, 22024, 6135, 9659, 35033]","[5991, 12888, 13068, 419, 22023, 11019, 56648, 7253, 57256, 11757, 5368, 431, 5352, 853, 7155, 8183, 22024, 6135, 9659, 35033]",1.0,1.0,1.0,1.0
8335,"[14174, 14229, 14262]",Which keratolytic medication utilizes the same gene or protein for transport as Polythiazide?,"[14331, 16705, 14257, 16793, 14283, 15466, 16789, 14276, 14233, 16792, 14280, 14352, 20267, 19111, 14668, 20751, 16788, 15736, 20325, 14763]","[16705, 14257, 16793, 14283, 15466, 16789, 14276, 14233, 16792, 14280, 14352, 20267, 19111, 14668, 20751, 16788, 14331, 15736, 20325, 14763]",0.0,0.0,0.0,0.0
10947,"[56174, 56099, 124245, 56150]",Which cellular structures are engaged in interactions with genes or proteins that Aeruginosin 98-B affects?,"[56174, 124245, 56150, 56099, 55689, 55675, 127151, 55635, 56436, 124479, 56073, 56173, 125962, 56241, 124249, 124748, 124619, 125162, 124802, 126967]","[56174, 124245, 56150, 56099, 55689, 55675, 127151, 55635, 56436, 124479, 56073, 56173, 125962, 56241, 124249, 125162, 126967, 124748, 124802, 124619]",1.0,1.0,1.0,1.0
3891,[4447],Can you identify a gene or protein involved in atrial fibrillation that also has a role in ubiquitin ligase binding and is active in the rapid repolarization phase of cardiac activity?,"[10417, 280, 4053, 10123, 7470, 8243, 2417, 6889, 22042, 34729, 3133, 8919, 484, 13690, 35019, 189, 34250, 34603, 3755, 56552]","[10417, 280, 4053, 10123, 7470, 8243, 2417, 6889, 22042, 34729, 3133, 8919, 484, 13690, 35019, 189, 34250, 34603, 3755, 56552]",0.0,0.0,0.0,0.0
5086,[36062],"What possible medical conditions could be linked to femoral vein thrombophlebitis and phlebitis, considering they are hereditary in my family?","[29401, 28839, 28244, 28785, 29075, 30378, 31771, 31778, 27356, 30117, 27728, 29457, 30563, 27842, 27892, 95555, 95414, 36847, 36062, 84315]","[28839, 28244, 31771, 29457, 27842, 95555, 95414, 27356, 36847, 36062, 29075, 84315, 29401, 28785, 30378, 31778, 30117, 27728, 30563, 27892]",0.0,0.0,0.1,1.0
2827,[39391],"Could you provide information on hereditary diseases linked to 'acheiria, unilateral'? I'm wondering if it could explain the symptoms I'm having.","[32631, 33533, 32977, 28982, 28176, 32902, 33234, 29646, 27630, 30725, 32897, 27803, 32435, 32762, 28217, 98312, 98313, 39391, 31817, 28430]","[28176, 98312, 32631, 32977, 33234, 27630, 32897, 27803, 98313, 39391, 28982, 32902, 29646, 30725, 32762, 33533, 28217, 31817, 28430, 32435]",0.0,0.0,0.1,1.0
9578,[16751],"Are there any pharmaceutical agents designed to regulate pH balance that also interact with, or have an effect on, the genes or proteins associated with 6,7-dihydropteridine reductase activity?","[14682, 17010, 17006, 16995, 17007, 17000, 17008, 14586, 17004, 17005, 16994, 16996, 16998, 17002, 16751, 15928, 18344, 16764, 16273, 21647]","[14682, 17000, 14586, 16751, 17010, 17006, 16995, 17007, 17008, 17004, 17005, 16994, 16996, 16998, 17002, 15928, 16764, 18344, 16273, 21647]",0.0,1.0,0.25,1.0
5727,[43],Identify proteins or genes that interact with NEK11 and share an association with a mutual disease.,"[553, 119, 454, 25, 43, 108, 443, 4288, 244, 497, 1886, 1350, 1836, 4256, 6823, 34836, 6415, 13154, 35080, 6097]","[553, 119, 454, 25, 43, 108, 443, 4288, 244, 497, 1886, 1350, 1836, 4256, 6823, 34836, 6415, 13154, 35080, 6097]",0.0,1.0,0.2,1.0
2884,[38662],Which disease falls under normal pressure hydrocephalus and is linked to the THAS gene or its protein product?,"[38662, 27971, 84196, 33484, 36429, 94798, 38535, 29207, 33221, 27770, 32838, 31497, 33561, 32177, 30790, 28135, 30060, 31457, 98546, 27969]","[38662, 33484, 36429, 27971, 84196, 94798, 38535, 29207, 33221, 27770, 32838, 31497, 33561, 32177, 30790, 28135, 30060, 31457, 98546, 27969]",1.0,1.0,1.0,1.0
6231,[62756],"Identify pathways associated with the ""Release of Hedgehog protein without cholesterol"" (Hh-Np) from secreting cells that also interact with a common gene or protein.","[128536, 62756, 128719, 128717, 128718, 62770, 62777, 128543, 128544, 128620, 62652, 129302, 129071, 63041, 128522, 62761, 62559, 129169, 62981, 62757]","[128536, 62756, 128719, 128717, 128718, 62770, 62777, 128543, 128544, 128620, 62652, 129302, 129071, 63041, 128522, 62761, 62559, 129169, 62981, 62757]",0.0,1.0,0.5,1.0
7256,"[14016, 14017, 14049, 14019, 14048, 14021, 14050, 14023, 14024, 14028, 14030, 14031]","Is there a shared genetic or protein transporter mechanism between Fluorometholone and Dexamethasone, both being potent corticosteroid medications frequently prescribed in eye care practices?","[509, 1424, 8974, 10901, 4315, 4152, 7880, 12434, 5292, 12431, 697, 10412, 12769, 2756, 10647, 54470, 121451, 118040, 53607, 54471]","[509, 1424, 8974, 10901, 4315, 12434, 5292, 10647, 4152, 7880, 12431, 697, 10412, 12769, 2756, 54470, 121451, 118040, 53607, 54471]",0.0,0.0,0.0,0.0
6603,[62838],Identify a biological pathway associated with the Formation of the Cornified Envelope that also demonstrates interaction with a mutual gene or protein.,"[128840, 62703, 62838, 128452, 128989, 128724, 127698, 127886, 62569, 129146, 129144, 127683, 128053, 129139, 129136, 127657, 62575, 128195, 62723, 128414]","[128840, 62703, 62838, 128452, 128989, 128724, 127698, 127886, 62569, 129146, 129144, 127683, 128053, 129139, 129136, 127657, 62575, 128195, 62723, 128414]",0.0,1.0,0.3333333333333333,1.0
8625,"[14209, 14210, 14403, 14181, 14218, 14254, 14256, 14484, 14264, 14138, 14428]",Which medication shares a gene or protein transporter with Efavirenz and additionally serves as a reverse transcriptase inhibitor?,"[14209, 15566, 15056, 14184, 14254, 14346, 14296, 14138, 14319, 15889, 15853, 14403, 15034, 14967, 14218, 15588, 14484, 15619, 14375, 15130]","[15056, 14138, 15889, 15853, 15566, 14403, 14254, 14967, 14218, 14484, 15588, 14209, 14184, 14346, 14296, 14319, 15034, 15619, 15130, 14375]",0.0,1.0,0.5,0.5454545454545454
1208,[99571],Which disease associated with neoplastic syndrome aggressively invades the chest skeleton early on?,"[37323, 96466, 37505, 35785, 36161, 37037, 36971, 37983, 37022, 98587, 37346, 35633, 35942, 36826, 97369, 36029, 36053, 96069, 35468, 37694]","[96466, 37983, 98587, 37323, 37505, 36161, 37346, 35785, 37022, 35633, 36826, 37037, 35942, 97369, 96069, 37694, 36029, 36971, 36053, 35468]",0.0,0.0,0.0,0.0
7047,"[2089, 897]","Is there an interaction between the gene/protein responsible for actin binding and disassembly, mediated by actin depolymerization factor 2, and the gene/protein implicated in the synthesis of 5-Phosphoribose 1-diphosphate?","[21977, 11344, 12475, 9192, 3037, 5280, 13465, 5608, 35369, 13066, 7747, 58662, 8246, 12673, 8578, 6992, 4569, 958, 9439, 4914]","[21977, 11344, 12475, 9192, 3037, 5280, 13465, 5608, 35369, 13066, 7747, 58662, 8246, 12673, 8578, 6992, 4569, 958, 9439, 4914]",0.0,0.0,0.0,0.0
6434,"[14465, 14049, 14147, 14177, 14410, 14316, 14385, 14420, 14461, 14422, 14233, 14556, 14173, 14238]","Could you identify a medication facilitated by genetic or proteomic agents that engage with the endoplasmic reticulum and exhibits a half-life ranging from 12 to 17 hours, which plays a role in controlling the intracellular protein processing and trafficking?","[16590, 14801, 15974, 16592, 16589, 15850, 16591, 16593, 14805, 14871, 19281, 14012, 16595, 16594, 14717, 20264, 17539, 15858, 15281, 14408]","[16590, 14801, 15974, 16592, 16589, 15850, 16591, 16593, 14805, 14871, 19281, 14012, 16595, 16594, 14717, 20264, 17539, 15858, 15281, 14408]",0.0,0.0,0.0,0.0
3501,"[13501, 1151]","Which gene on chromosome 4, known to interact with PALS2 protein and expressed in multicellular organisms, encodes a protein located between 69,969 and 70,151 base pairs?","[13501, 2971, 492, 7486, 7553, 189, 10926, 5577, 5001, 9490, 3151, 2124, 598, 7412, 2302, 7939, 10404, 79833, 12140, 80520]","[13501, 2971, 492, 7486, 7553, 189, 10926, 5577, 5001, 9490, 3151, 2124, 598, 7412, 2302, 7939, 10404, 79833, 12140, 80520]",1.0,1.0,1.0,0.5
10076,[14012],Which medications are associated with genes or proteins that engage with the Golgi apparatus interior?,"[18405, 16095, 17948, 16772, 20066, 19443, 19654, 19652, 19657, 18894, 19655, 19656, 16030, 19653, 19659, 15017, 17983, 15858, 21195, 15226]","[17948, 19652, 16772, 19654, 19657, 18894, 19655, 19656, 19653, 19659, 19443, 18405, 16095, 20066, 16030, 15017, 17983, 15858, 21195, 15226]",0.0,0.0,0.0,0.0
7527,"[29182, 33534]",Which multi-organ systemic diseases are linked to the PXK gene and have contraindications with the use of Pyridoxine?,"[29182, 31711, 83867, 31502, 39531, 36214, 35565, 35764, 83832, 36253, 27878, 33679, 35751, 27933, 38641, 32707, 38759, 28359, 84266, 30591]","[29182, 31502, 31711, 83867, 39531, 36214, 35565, 35764, 83832, 36253, 27878, 33679, 35751, 27933, 38641, 32707, 38759, 28359, 84266, 30591]",1.0,1.0,1.0,0.5
9158,[3209],Which gene or protein is simultaneously not expressed in the placenta and the superior frontal gyrus?,"[3209, 7453, 6265, 10696, 77335, 34525, 13677, 60121, 1768, 61456, 81730, 13470, 78586, 5113, 12523, 60095, 4116, 6179, 9805, 77495]","[7453, 6265, 10696, 77335, 34525, 13677, 60121, 1768, 61456, 81730, 13470, 78586, 5113, 12523, 60095, 4116, 6179, 9805, 77495, 3209]",0.0,0.0,0.05,1.0
1558,[94622],What conditions similar to malignant mesothelioma could affect the heart's outer lining and cause abnormal symptoms?,"[94622, 96621, 37983, 37981, 97367, 95857, 37694, 95827, 36621, 36973, 96343, 99834, 97368, 36511, 30725, 95559, 96342, 37982, 32612, 96923]","[99834, 94622, 36973, 96342, 96621, 95559, 96923, 97367, 95827, 36621, 96343, 37981, 97368, 36511, 37983, 95857, 37694, 30725, 37982, 32612]",0.0,1.0,0.5,1.0
6250,[9652],Which gene or protein is not expressed in the fallopian tube and is also non-existent in the metanephric glomerular tissue?,"[34036, 6157, 9652, 13631, 11504, 12485, 35211, 35088, 7453, 60599, 1994, 720, 10577, 12532, 505, 79070, 77443, 78053, 11599, 60247]","[79070, 77443, 78053, 60247, 34036, 6157, 9652, 11599, 13631, 11504, 12485, 35211, 35088, 60599, 1994, 720, 10577, 12532, 7453, 505]",0.0,0.0,0.14285714285714285,1.0
6159,[2492],Which gene/protein is not expressed in both the renal tissues and the medial segment of the globus pallidus?,"[58420, 8435, 8556, 57351, 77196, 5798, 2354, 13571, 13839, 59679, 11943, 11123, 56495, 1619, 9197, 79070, 3470, 5188, 5581, 13733]","[58420, 1619, 79070, 5581, 13733, 8435, 57351, 77196, 5798, 13571, 13839, 59679, 11943, 11123, 56495, 8556, 9197, 3470, 5188, 2354]",0.0,0.0,0.0,0.0
10698,[128250],Identify pathways associated with the metabolism of polyamines which also exhibit interaction with identical genes or proteins.,"[62643, 128252, 127714, 129365, 129042, 62672, 128250, 127677, 127827, 129049, 128403, 128854, 128859, 129057, 128490, 129086, 62955, 62580, 128911, 62685]","[62643, 128252, 127714, 129365, 129042, 62672, 128250, 127677, 127827, 129049, 128403, 128854, 128859, 129057, 128490, 129086, 62955, 62580, 128911, 62685]",0.0,0.0,0.14285714285714285,1.0
4344,[3007],"Can you find a gene or protein that interacts with the sphingolipid biosynthesis pathway, is involved in dihydrosphingosine-1-phosphate phosphatase activity, and contributes to the chemotactic response to EGF?","[3007, 59808, 3890, 11103, 58143, 56971, 12964, 8951, 259, 8724, 59806, 58358, 59916, 3263, 22003, 12597, 5580, 13269, 59898, 2736]","[3007, 59808, 3890, 11103, 58143, 22003, 56971, 12964, 8951, 259, 8724, 59806, 58358, 59916, 3263, 12597, 5580, 13269, 59898, 2736]",1.0,1.0,1.0,1.0
5449,"[59912, 12045, 9317]","I'm looking for a gene or protein that modulates the Glutathione synthesis and recycling pathway, catalyzes the transformation of amino acids into different metabolites, and inhibits the growth of cancer cells, particularly with tumor-suppressing effects in gastric cancer.","[1497, 6742, 2511, 3509, 7164, 25, 2225, 1785, 9219, 58285, 10154, 56966, 9317, 5101, 59912, 9893, 10247, 59318, 3796, 5176]","[1497, 6742, 2511, 3509, 7164, 25, 2225, 1785, 9219, 58285, 10154, 56966, 9317, 5101, 59912, 9893, 10247, 59318, 3796, 5176]",0.0,0.0,0.07692307692307693,0.6666666666666666
1828,[28822],Which autosomal recessive disease is associated with the AEBP1 gene?,"[31086, 27567, 99893, 35458, 94720, 27162, 29243, 31473, 83856, 30473, 38805, 31764, 31120, 27993, 27250, 31293, 29346, 32122, 27980, 31820]","[31086, 99893, 35458, 94720, 27162, 30473, 27567, 29243, 31473, 83856, 38805, 31764, 31120, 27993, 27250, 31293, 29346, 32122, 31820, 27980]",0.0,0.0,0.0,0.0
8161,[1147],Which genes or proteins are found to be expressed in the nasopharyngeal tissue but not in the parietal lobe of the brain?,"[7280, 6373, 60121, 7947, 9243, 12749, 5877, 10316, 1147, 1683, 58939, 12627, 81537, 58790, 925, 79070, 83456, 77318, 80165, 77617]","[1147, 10316, 9243, 12749, 5877, 58939, 12627, 58790, 83456, 77318, 77617, 7280, 6373, 60121, 7947, 1683, 81537, 925, 80165, 79070]",1.0,1.0,1.0,1.0
