id,query,ground_truths,status,entities,relations,results,grounding_candidates,vss_merged_candidates
5190,"Can you find papers published from 2010 onwards that discuss an innovative 3D solar wind model and reference the paper titled ""A polytropic model for the solar wind""?",[1380152],IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""A polytropic model for the solar wind""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {}, ""semantic"": [""3D solar wind model"", ""solar wind""], ""constant"": false}, ""C"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [], ""constant"": false}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""published from 2010 onwards"", ""innovative 3D solar wind model"", ""reference to A polytropic model for the solar wind""], ""constant"": false}}","{('A', 'ANSWER'): ['paper___cites___paper'], ('C', 'A'): ['author___writes___paper'], ('C', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1731450, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1535854, 1360047, 1544499, 1518174, 1185491, 1230696, 1801164, 1218113, 1395963, 1723265, 1186819, 1365340, 1720572], 'answer_set': {1723265, 1186819, 1277829, 1711912, 1209768, 1360047, 1544499, 1380152, 1542977, 1218113, 1801164, 1185491, 1365340, 1518174, 1563879, 1230696, 1535854, 1731450, 1395963, 1720572}, 'ground_truth_set': {1380152}, 'retrieved_ground_truths': {1380152}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1731450, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1535854, 1360047, 1544499, 1518174, 1185491, 1230696, 1801164, 1218113, 1395963, 1723265, 1186819, 1365340, 1720572]","[1731450, 1380152, 1277829, 1711912, 1542977, 1209768, 1563879, 1535854, 1360047, 1544499, 1518174, 1185491, 1530139, 1218113, 1398385, 1645968, 1605773, 1835850, 1365340, 1186819]"
2150,Does Hohai University have any papers that study fish swimming using classical mechanics?,"[1388741, 1283229]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Hohai University""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""classical mechanics""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""fish swimming""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""study fish swimming using classical mechanics""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1283229, 1564260, 1689561, 1288765, 1648120, 1402421, 1273969, 1328626, 1700459, 1692315, 1460073, 1821283, 1398499, 1594915], 'answer_set': {1774464, 1692311, 1692315, 1283229, 1688993, 1594915, 1831473, 1402421, 1288765, 1525974, 1689561, 1862363, 1821283, 1564260, 1398499, 1460073, 1700459, 1273969, 1328626, 1648120}, 'ground_truth_set': {1388741, 1283229}, 'retrieved_ground_truths': {1283229}, 'missed_ground_truths': {1388741}, 'metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.14285714285714285}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.14285714285714285}}","[1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1283229, 1564260, 1689561, 1288765, 1648120, 1402421, 1273969, 1328626, 1700459, 1692315, 1460073, 1821283, 1398499, 1594915]","[1692311, 1862363, 1831473, 1525974, 1774464, 1688993, 1283229, 1564260, 1689561, 1288765, 1648120, 1402421, 1809696, 1273969, 1283599, 1271197, 1541740, 1772386, 1491345, 1641837]"
5322,Publications on plasma properties and experimental results by authors affiliated with E. O. Paton Electric Welding Institute,"[1639621, 1276149, 1317622]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""E. O. Paton Electric Welding Institute""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""affiliated with E. O. Paton Electric Welding Institute""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""plasma properties""}, ""semantic"": [""experimental results""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications"", ""experimental results"", ""plasma properties""], ""constant"": false}}","{('A', 'B'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1825942, 1557880, 1595659, 1767391, 1678527, 1313808, 1479662, 1190380, 1662168, 1675716, 1209604, 1557047, 1356325, 1223982, 1406716, 1317622, 1276149, 1639621, 1204759, 1751584], 'answer_set': {1209604, 1595659, 1313808, 1825942, 1204759, 1751584, 1356325, 1223982, 1557047, 1678527, 1675716, 1639621, 1662168, 1767391, 1190380, 1479662, 1276149, 1317622, 1557880, 1406716}, 'ground_truth_set': {1276149, 1639621, 1317622}, 'retrieved_ground_truths': {1639621, 1276149, 1317622}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 3, 'retrieved_count': 3, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0625}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1825942, 1557880, 1595659, 1767391, 1678527, 1313808, 1479662, 1190380, 1662168, 1675716, 1209604, 1557047, 1356325, 1223982, 1406716, 1317622, 1276149, 1639621, 1204759, 1751584]","[1825942, 1557880, 1595659, 1767391, 1678527, 1313808, 1479662, 1190380, 1662168, 1675716, 1209604, 1557047, 1363248, 1392358, 1243700, 1237138, 1485202, 1554793, 1378189, 1762262]"
9448,List of papers on spectroscopic detection of fluoride levels in Strontium fluoride.,[1627431],IN_PROGRESS,"{""A"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""spectroscopic detection of fluoride levels""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""spectroscopic detection of fluoride levels in Strontium fluoride""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""Strontium fluoride""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""list of papers on spectroscopic detection of fluoride levels in Strontium fluoride""], ""constant"": false}}","{('A', 'B'): ['paper___has_topic___field_of_study'], ('C', 'B'): ['paper___has_topic___field_of_study'], ('A', 'ANSWER'): ['paper___has_topic___field_of_study'], ('C', 'ANSWER'): ['paper___has_topic___field_of_study']}","{'answer_list': [1272424, 1484765, 1456165, 1391398, 1508875, 1704839, 1398582, 1613411, 1289305, 1540914, 1318080, 1606380, 1436249, 1215759, 1361653, 1787982, 1700304, 1284302, 1516722, 1338515], 'answer_set': {1704839, 1508875, 1215759, 1338515, 1456165, 1391398, 1540914, 1516722, 1398582, 1318080, 1787982, 1284302, 1700304, 1436249, 1289305, 1484765, 1613411, 1272424, 1606380, 1361653}, 'ground_truth_set': {1627431}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1627431}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0625}}","[1272424, 1484765, 1456165, 1391398, 1508875, 1704839, 1398582, 1613411, 1289305, 1540914, 1318080, 1606380, 1436249, 1215759, 1361653, 1787982, 1700304, 1284302, 1516722, 1338515]","[1272424, 1484765, 1456165, 1391398, 1508875, 1704839, 1398582, 1613411, 1289305, 1540914, 1318080, 1606380, 1284990, 1642277, 1401944, 1627431, 1524888, 1662762, 1317238, 1737479]"
2637,Search for papers by Katharina Brassat on the self-assembly mechanisms in nanosphere suspensions.,[1208605],IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Katharina Brassat""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""self-assembly mechanisms in nanosphere suspensions""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers by Katharina Brassat"", ""self-assembly mechanisms in nanosphere suspensions""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1208605, 1770049, 1337755, 1294493, 1354196, 1702419, 1442535, 1469922, 1509887, 1775842, 1723483, 1185822, 1466205, 1460818, 1394570, 1260652, 1482471, 1350028, 1486675, 1181366], 'answer_set': {1394570, 1350028, 1702419, 1337755, 1294493, 1208605, 1185822, 1181366, 1770049, 1460818, 1486675, 1354196, 1723483, 1466205, 1469922, 1775842, 1442535, 1482471, 1260652, 1509887}, 'ground_truth_set': {1208605}, 'retrieved_ground_truths': {1208605}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1208605, 1770049, 1337755, 1294493, 1354196, 1702419, 1442535, 1469922, 1509887, 1775842, 1723483, 1185822, 1466205, 1460818, 1394570, 1260652, 1482471, 1350028, 1486675, 1181366]","[1208605, 1770049, 1337755, 1294493, 1354196, 1702419, 1442535, 1469922, 1509887, 1775842, 1723483, 1185822, 1466205, 1418972, 1617242, 1355659, 1492625, 1394570, 1260652, 1772433]"
2026,Show me papers by Bart V. Beeman on pulsed power diagnostic systems.,"[1340872, 1484524]",IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Bart V. Beeman""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""pulsed power diagnostic systems""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""papers by Bart V. Beeman"", ""pulsed power diagnostic systems""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1448970, 1340872, 1577583, 1385337, 1552049, 1410469, 1333035, 1543337, 1484524, 1744735, 1680980, 1442170, 1578747, 1660729, 1666197, 1250838, 1426438, 1729213, 1835206, 1292955], 'answer_set': {1426438, 1448970, 1666197, 1250838, 1292955, 1410469, 1543337, 1333035, 1552049, 1660729, 1729213, 1835206, 1340872, 1680980, 1744735, 1484524, 1577583, 1385337, 1442170, 1578747}, 'ground_truth_set': {1340872, 1484524}, 'retrieved_ground_truths': {1340872, 1484524}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1448970, 1340872, 1577583, 1385337, 1552049, 1410469, 1333035, 1543337, 1484524, 1744735, 1680980, 1442170, 1578747, 1660729, 1666197, 1250838, 1426438, 1729213, 1835206, 1292955]","[1448970, 1340872, 1577583, 1385337, 1552049, 1410469, 1333035, 1543337, 1484524, 1744735, 1680980, 1442170, 1382875, 1279901, 1756327, 1185218, 1353123, 1711305, 1253272, 1394752]"
8610,Are there any research papers from Gebze Institute of Technology focusing on the absorption cross section that discuss the optical limiting properties of materials?,"[1387785, 1614532]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Gebze Institute of Technology""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""absorption cross section""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""optical limiting properties of materials""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""research papers"", ""focusing on the absorption cross section"", ""discuss the optical limiting properties of materials""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1630126, 1542196, 1254450, 1850096, 1845463, 1487625, 1749932, 1387785, 1515613, 1817948, 1781213, 1351551, 1849691, 1700933, 1267344, 1523703, 1176594, 1299903, 1395246, 1257018], 'answer_set': {1487625, 1387785, 1267344, 1176594, 1749932, 1630126, 1395246, 1254450, 1542196, 1257018, 1299903, 1700933, 1845463, 1849691, 1817948, 1781213, 1515613, 1850096, 1523703, 1351551}, 'ground_truth_set': {1387785, 1614532}, 'retrieved_ground_truths': {1387785}, 'missed_ground_truths': {1614532}, 'metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.125}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.125}}","[1630126, 1542196, 1254450, 1850096, 1845463, 1487625, 1749932, 1387785, 1515613, 1817948, 1781213, 1351551, 1849691, 1700933, 1267344, 1523703, 1176594, 1299903, 1395246, 1257018]","[1630126, 1542196, 1254450, 1850096, 1845463, 1487625, 1749932, 1387785, 1515613, 1817948, 1781213, 1351551, 1630354, 1801921, 1652810, 1684174, 1366883, 1281181, 1533328, 1507361]"
4655,Which publications from the Sukachev Institute of Forest address the topic of spin crossover in materials subjected to high pressure conditions?,"[1678737, 1817747]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""Sukachev Institute of Forest""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""spin crossover in materials""}, ""semantic"": [""high pressure conditions""], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""publications"", ""address the topic of spin crossover"", ""high pressure conditions""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1396374, 1817747, 1777018, 1462119, 1404210, 1841308, 1185991, 1658661, 1460578, 1351374, 1370990, 1748396, 1337759, 1315036, 1365792, 1409317, 1289634, 1792222, 1321298, 1330283], 'answer_set': {1817747, 1396374, 1841308, 1337759, 1365792, 1289634, 1658661, 1409317, 1748396, 1404210, 1185991, 1351374, 1321298, 1315036, 1792222, 1460578, 1462119, 1330283, 1370990, 1777018}, 'ground_truth_set': {1678737, 1817747}, 'retrieved_ground_truths': {1817747}, 'missed_ground_truths': {1678737}, 'metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 1, 'missed_count': 1, 'recall@50': 0.5, 'recall@20': 0.5, 'hit_at_1': 0.0, 'hit_at_5': 1.0, 'mrr': 0.5}}","[1396374, 1817747, 1777018, 1462119, 1404210, 1841308, 1185991, 1658661, 1460578, 1351374, 1370990, 1748396, 1337759, 1315036, 1365792, 1409317, 1289634, 1792222, 1321298, 1330283]","[1396374, 1817747, 1777018, 1462119, 1404210, 1841308, 1185991, 1658661, 1460578, 1351374, 1370990, 1748396, 1420886, 1802670, 1378756, 1858277, 1289634, 1504177, 1365246, 1385633]"
12461,"Find articles by the authors of ""Simulation on Boron Concentration Profile in Silicon Introduced by Plasma Doping"" that discuss plasma doping simulation.",[1613791],IN_PROGRESS,"{""A"": {""type"": [""paper""], ""lexical"": {""title"": ""Simulation on Boron Concentration Profile in Silicon Introduced by Plasma Doping""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""authors of Simulation on Boron Concentration Profile in Silicon Introduced by Plasma Doping""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""plasma doping simulation""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""articles by the authors of Simulation on Boron Concentration Profile in Silicon Introduced by Plasma Doping"", ""discuss plasma doping simulation""], ""constant"": false}}","{('B', 'A'): ['author___writes___paper'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1613791, 1712175, 1533625, 1201570, 1800789, 1455427, 1485664, 1266488, 1775967, 1395279, 1585866, 1402046, 1846545, 1538124, 1625064, 1852633, 1462883, 1361471, 1547572, 1441927], 'answer_set': {1441927, 1846545, 1201570, 1712175, 1547572, 1266488, 1533625, 1402046, 1361471, 1455427, 1585866, 1538124, 1395279, 1800789, 1852633, 1775967, 1485664, 1613791, 1462883, 1625064}, 'ground_truth_set': {1613791}, 'retrieved_ground_truths': {1613791}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 1, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1613791, 1712175, 1533625, 1201570, 1800789, 1455427, 1485664, 1266488, 1775967, 1395279, 1585866, 1402046, 1846545, 1538124, 1625064, 1852633, 1462883, 1361471, 1547572, 1441927]","[1613791, 1712175, 1533625, 1201570, 1800789, 1455427, 1485664, 1266488, 1775967, 1395279, 1585866, 1402046, 1623902, 1745434, 1259949, 1200126, 1395434, 1432513, 1728092, 1182529]"
2314,2015 publications from the National Aviation Academy on gamma-ray measurements results,[1502851],IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""National Aviation Academy""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""gamma-ray measurements results""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""2015 publications""], ""constant"": false}}","{('A', 'ANSWER'): ['author___affiliated_with___institution'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study']}","{'answer_list': [1607582, 1383514, 1844761, 1260879, 1691129, 1722647, 1290438, 1514022, 1473710, 1694297, 1244788, 1557417, 1811528, 1735555, 1796743, 1229630, 1253343, 1619972, 1540691, 1596296], 'answer_set': {1735555, 1619972, 1796743, 1596296, 1722647, 1844761, 1607582, 1514022, 1557417, 1473710, 1229630, 1290438, 1811528, 1260879, 1540691, 1694297, 1383514, 1253343, 1244788, 1691129}, 'ground_truth_set': {1502851}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1502851}, 'metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 1, 'retrieved_count': 0, 'missed_count': 1, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1607582, 1383514, 1844761, 1260879, 1691129, 1722647, 1290438, 1514022, 1473710, 1694297, 1244788, 1557417, 1811528, 1735555, 1796743, 1229630, 1253343, 1619972, 1540691, 1596296]","[1607582, 1383514, 1844761, 1260879, 1691129, 1722647, 1290438, 1514022, 1473710, 1694297, 1244788, 1557417, 1829642, 1487687, 1523104, 1659983, 1717950, 1507278, 1729451, 1834027]"
7917,Find articles by Moshe Rozali on the dynamics of driven field theories on Arxiv.,"[1613169, 1755508, 1533999]",IN_PROGRESS,"{""A"": {""type"": [""author""], ""lexical"": {""name"": ""Moshe Rozali""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""dynamics of driven field theories""}, ""semantic"": [], ""constant"": true}, ""C"": {""type"": [""institution""], ""lexical"": {""name"": ""Arxiv""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""articles by Moshe Rozali"", ""on Arxiv""], ""constant"": false}}","{('A', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'B'): ['paper___has_topic___field_of_study'], ('A', 'C'): ['author___affiliated_with___institution'], ('ANSWER', 'C'): ['author___affiliated_with___institution']}","{'answer_list': [1284505, 1710705, 1870181, 1183143, 1554838, 1525725, 1441176, 1542447, 1174268, 1735658, 1690845, 1594545, 1587586, 1862808, 1749353, 1275294, 1495870, 1319416, 1552020, 1621521], 'answer_set': {1587586, 1621521, 1552020, 1554838, 1862808, 1441176, 1284505, 1275294, 1183143, 1542447, 1594545, 1495870, 1690845, 1525725, 1870181, 1749353, 1735658, 1710705, 1319416, 1174268}, 'ground_truth_set': {1613169, 1755508, 1533999}, 'retrieved_ground_truths': set(), 'missed_ground_truths': {1613169, 1755508, 1533999}, 'metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}, 'vss_merged_metrics': {'total_answers': 3, 'retrieved_count': 0, 'missed_count': 3, 'recall@50': 0.0, 'recall@20': 0.0, 'hit_at_1': 0.0, 'hit_at_5': 0.0, 'mrr': 0.0}}","[1284505, 1710705, 1870181, 1183143, 1554838, 1525725, 1441176, 1542447, 1174268, 1735658, 1690845, 1594545, 1587586, 1862808, 1749353, 1275294, 1495870, 1319416, 1552020, 1621521]","[1284505, 1710705, 1870181, 1183143, 1554838, 1525725, 1441176, 1542447, 1174268, 1735658, 1690845, 1594545, 1620521, 1505594, 1525399, 1855464, 1232246, 1281143, 1237491, 1866456]"
4326,Are there any papers from CMR Institute of Technology authors regarding single-electron transistor modeling?,"[1636523, 1741727]",IN_PROGRESS,"{""A"": {""type"": [""institution""], ""lexical"": {""name"": ""CMR Institute of Technology""}, ""semantic"": [], ""constant"": true}, ""B"": {""type"": [""author""], ""lexical"": {}, ""semantic"": [""CMR Institute of Technology authors""], ""constant"": false}, ""C"": {""type"": [""field_of_study""], ""lexical"": {""name"": ""single-electron transistor modeling""}, ""semantic"": [], ""constant"": true}, ""ANSWER"": {""type"": [""paper""], ""lexical"": {}, ""semantic"": [""regarding single-electron transistor modeling"", ""from CMR Institute of Technology authors""], ""constant"": false}}","{('B', 'A'): ['author___affiliated_with___institution'], ('B', 'ANSWER'): ['author___writes___paper'], ('ANSWER', 'C'): ['paper___has_topic___field_of_study']}","{'answer_list': [1636523, 1741727, 1441775, 1822079, 1480728, 1715527, 1733831, 1815568, 1449748, 1573912, 1610739, 1499482, 1264780, 1479218, 1743445, 1186323, 1488175, 1719071, 1801030, 1284297], 'answer_set': {1264780, 1815568, 1186323, 1449748, 1480728, 1573912, 1719071, 1741727, 1636523, 1488175, 1479218, 1801030, 1715527, 1733831, 1284297, 1743445, 1499482, 1441775, 1610739, 1822079}, 'ground_truth_set': {1636523, 1741727}, 'retrieved_ground_truths': {1636523, 1741727}, 'missed_ground_truths': set(), 'metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}, 'vss_merged_metrics': {'total_answers': 2, 'retrieved_count': 2, 'missed_count': 0, 'recall@50': 1.0, 'recall@20': 1.0, 'hit_at_1': 1.0, 'hit_at_5': 1.0, 'mrr': 1.0}}","[1636523, 1741727, 1441775, 1822079, 1480728, 1715527, 1733831, 1815568, 1449748, 1573912, 1610739, 1499482, 1264780, 1479218, 1743445, 1186323, 1488175, 1719071, 1801030, 1284297]","[1636523, 1741727, 1441775, 1822079, 1480728, 1715527, 1733831, 1815568, 1449748, 1573912, 1610739, 1499482, 1733309, 1646795, 1189992, 1554177, 1189447, 1740524, 1803629, 1639318]"
